OrphaCode,curie,label,descendent_OrphaCode,descendent_Name,genes_curie,genes_gene_symbol,genes_association_type,DisorderGeneAssociationStatus
166,GARD:0006034,Charcot-Marie-Tooth disease,320406,Spastic paraplegia-optic atrophy-neuropathy syndrome,HGNC:20716,KLC2,Disease-causing germline mutation(s) (gain of function) in,Assessed
68356,GARD:0006895,Leukodystrophy,502444,Alkaline ceramidase 3 deficiency,HGNC:16066,ACER3,Disease-causing germline mutation(s) in,Assessed
97245,GARD:0005898,Myopathy congenital,210163,"Congenital lethal myopathy, Compton-North type",HGNC:2171,CNTN1,Disease-causing germline mutation(s) in,Assessed
685,GARD:0006637,Hereditary spastic paraplegia,401795,Autosomal recessive spastic paraplegia type 59,HGNC:12631,USP8,Disease-causing germline mutation(s) in,Assessed
1041,GARD:0002783,Hydrops fetalis,363999,Non-immune hydrops fetalis,HGNC:485,ANGPT2,Disease-causing germline mutation(s) (loss of function) in,Assessed
391417,GARD:0010716,HSD10 disease,85295,"HSD10 disease, atypical type",HGNC:4800,HSD17B10,Disease-causing germline mutation(s) in,Assessed
93969,GARD:0003475,Myelomeningocele,268770,Upper thoracic spina bifida cystica,HGNC:7432,MTHFD1,Major susceptibility factor in,Assessed
513,GARD:0000522,Acute lymphoblastic leukemia,99861,Precursor T-cell acute lymphoblastic leukemia,HGNC:5056,TLX1,Part of a fusion gene in,Assessed
97242,GARD:0009138,Congenital muscular dystrophy,536516,Myopathic Ehlers-Danlos syndrome,HGNC:2188,COL12A1,Disease-causing germline mutation(s) in,Assessed
207015,GARD:0012733,Rare hereditary disease with peripheral neuropathy,255241,Leigh syndrome with leukodystrophy,HGNC:23987,NDUFA12,Disease-causing germline mutation(s) in,Assessed
932,GARD:0002882,Achondrogenesis,93297,Hypochondrogenesis,HGNC:2200,COL2A1,Disease-causing germline mutation(s) in,Assessed
513,GARD:0000522,Acute lymphoblastic leukemia,585877,B-lymphoblastic leukemia/lymphoma with recurrent genetic abnormality,HGNC:8803,PDGFRA,Part of a fusion gene in,Assessed
137,GARD:0010307,Congenital disorders of glycosylation,357074,"Autosomal recessive cutis laxa type 2, classic type",HGNC:857,ATP6V1E1,Disease-causing germline mutation(s) in,Assessed
443909,GARD:0008533,Familial colorectal cancer,144,Lynch syndrome,HGNC:9121,PMS1,Candidate gene tested in,Not yet assessed
595,GARD:0000101,Centronuclear myopathy,456328,X-linked myotubular myopathy-abnormal genitalia syndrome,HGNC:2568,MAMLD1,Role in the phenotype of,Assessed
511,GARD:0003228,Maple syrup urine disease,268145,Classic maple syrup urine disease,HGNC:986,BCKDHA,Disease-causing germline mutation(s) in,Assessed
360,GARD:0002491,Glioblastoma,251579,Giant cell glioblastoma,HGNC:3236,EGFR,Part of a fusion gene in,Assessed
512,GARD:0003230,Metachromatic leukodystrophy,309263,"Metachromatic leukodystrophy, juvenile form",HGNC:713,ARSA,Disease-causing germline mutation(s) (loss of function) in,Assessed
2962,GARD:0000049,De Barsy syndrome,293633,PYCR1-related De Barsy syndrome,HGNC:9721,PYCR1,Disease-causing germline mutation(s) in,Assessed
88632,GARD:0010025,Anterior segment dysgenesis,488197,Familial progressive retinal dystrophy-iris coloboma-congenital cataract syndrome,HGNC:31582,MIR204,Disease-causing germline mutation(s) (gain of function) in,Assessed
303,GARD:0002150,Dystrophic epidermolysis bullosa,89843,Dystrophic epidermolysis bullosa pruriginosa,HGNC:2214,COL7A1,Disease-causing germline mutation(s) (loss of function) in,Assessed
2134,GARD:0008702,Atypical hemolytic uremic syndrome,93581,Atypical hemolytic uremic syndrome with anti-factor H antibodies,HGNC:24668,CFHR5,Disease-causing germline mutation(s) in,Assessed
685,GARD:0006637,Hereditary spastic paraplegia,513436,Autosomal recessive spastic paraplegia type 78,HGNC:30213,ATP13A2,Disease-causing germline mutation(s) in,Assessed
685,GARD:0006637,Hereditary spastic paraplegia,401800,Autosomal recessive spastic paraplegia type 60,HGNC:30914,WDR48,Disease-causing germline mutation(s) in,Assessed
98879,GARD:0008732,Hemophilia B,177929,Bleeding disorder in hemophilia B carriers,HGNC:3551,F9,Disease-causing germline mutation(s) in,Assessed
823,GARD:0007673,Spina bifida,268766,Cervicothoracic spina bifida cystica,HGNC:7432,MTHFD1,Major susceptibility factor in,Assessed
513,GARD:0009240,Childhood acute lymphoblastic leukemia,585877,B-lymphoblastic leukemia/lymphoma with recurrent genetic abnormality,HGNC:3495,ETV6,Part of a fusion gene in,Assessed
739,GARD:0005575,Prader-Willi syndrome,177901,Prader-Willi syndrome due to paternal deletion of 15q11q13 type 1,HGNC:32781,SNORD116@,Role in the phenotype of,Assessed
739,GARD:0005575,Prader-Willi syndrome,177904,Prader-Willi syndrome due to paternal deletion of 15q11q13 type 2,HGNC:32781,SNORD116@,Role in the phenotype of,Assessed
360,GARD:0002491,Glioblastoma,251579,Giant cell glioblastoma,HGNC:11524,TACC3,Part of a fusion gene in,Assessed
765,GARD:0007513,Pyruvate dehydrogenase complex deficiency,255182,Pyruvate dehydrogenase E3-binding protein deficiency,HGNC:21350,PDHX,Disease-causing germline mutation(s) in,Assessed
2978,GARD:0012744,Chronic intestinal pseudoobstruction,99811,Neuronal intestinal pseudoobstruction,HGNC:3754,FLNA,Disease-causing germline mutation(s) in,Assessed
3394,GARD:0004898,Soft tissue sarcoma,209916,Extraskeletal myxoid chondrosarcoma,HGNC:7982,NR4A3,Part of a fusion gene in,Assessed
34526,GARD:0002906,Familial primary hypomagnesemia,30924,Primary hypomagnesemia with secondary hypocalcemia,HGNC:17995,TRPM6,Disease-causing germline mutation(s) in,Assessed
98306,GARD:0011962,Familial partial lipodystrophy,435651,CIDEC-related familial partial lipodystrophy,HGNC:24229,CIDEC,Disease-causing germline mutation(s) (loss of function) in,Assessed
3242,GARD:0009509,Renpenning syndrome,93945,"X-linked intellectual disability, Porteous type",HGNC:9330,PQBP1,Disease-causing germline mutation(s) in,Assessed
135,GARD:0000231,Leukoencephalopathy with vanishing white matter,99853,Ovarioleukodystrophy,HGNC:3257,EIF2B1,Disease-causing germline mutation(s) in,Assessed
135,GARD:0000231,Leukoencephalopathy with vanishing white matter,99853,Ovarioleukodystrophy,HGNC:3258,EIF2B2,Disease-causing germline mutation(s) in,Assessed
444116,GARD:0006611,Hereditary amyloidosis,324723,"ABeta amyloidosis, Arctic type",HGNC:620,APP,Disease-causing germline mutation(s) in,Assessed
444116,GARD:0006611,Hereditary amyloidosis,93562,AFib amyloidosis,HGNC:3661,FGA,Disease-causing germline mutation(s) in,Assessed
98292,GARD:0006987,Mastocytosis,98849,Systemic mastocytosis with associated hematologic neoplasm,HGNC:18318,ASXL1,Disease-causing somatic mutation(s) in,Assessed
55,GARD:0010958,Oculocutaneous albinism,370097,Oculocutaneous albinism type 6,HGNC:20611,SLC24A5,Disease-causing germline mutation(s) in,Assessed
823,GARD:0007673,Spina bifida,268758,Lumbosacral spina bifida cystica,HGNC:7432,MTHFD1,Major susceptibility factor in,Assessed
506,GARD:0006877,Leigh syndrome,255241,Leigh syndrome with leukodystrophy,HGNC:15899,NDUFAF5,Disease-causing germline mutation(s) in,Assessed
280886,GARD:0010941,Anterior uveitis,85408,Rheumatoid factor-negative polyarticular juvenile idiopathic arthritis,HGNC:6009,IL2RB,Major susceptibility factor in,Not yet assessed
513,GARD:0009240,Childhood acute lymphoblastic leukemia,99861,Precursor T-cell acute lymphoblastic leukemia,HGNC:5041,HNRNPH1,Part of a fusion gene in,Assessed
98274,GARD:0009319,Chronic myeloproliferative disorders,480851,Hereditary thrombocytopenia with early-onset myelofibrosis,HGNC:11283,SRC,Disease-causing germline mutation(s) (gain of function) in,Assessed
53739,GARD:0012683,Distal hereditary motor neuropathy,139536,Distal hereditary motor neuropathy type 5,HGNC:15832,BSCL2,Disease-causing germline mutation(s) in,Assessed
535,GARD:0006225,Cutaneous lupus erythematosus,481662,Familial Chilblain lupus,HGNC:12269,TREX1,Disease-causing germline mutation(s) (loss of function) in,Assessed
98292,GARD:0006987,Mastocytosis,98849,Systemic mastocytosis with associated hematologic neoplasm,HGNC:10783,SRSF2,Disease-causing somatic mutation(s) in,Assessed
739,GARD:0005575,Prader-Willi syndrome,177904,Prader-Willi syndrome due to paternal deletion of 15q11q13 type 2,HGNC:32780,SNORD115@,Role in the phenotype of,Assessed
79225,GARD:0007672,Sphingolipidosis,309271,"Metachromatic leukodystrophy, adult form",HGNC:713,ARSA,Disease-causing germline mutation(s) (loss of function) in,Assessed
98274,GARD:0009319,Chronic myeloproliferative disorders,314950,Primary hypereosinophilic syndrome,HGNC:8803,PDGFRA,Part of a fusion gene in,Assessed
282,GARD:0008436,Frontotemporal dementia,275864,Behavioral variant of frontotemporal dementia,HGNC:11280,SQSTM1,Disease-causing germline mutation(s) in,Assessed
217071,GARD:0008417,Renal cell carcinoma 4,319308,MiT family translocation renal cell carcinoma,HGNC:10774,SFPQ,Part of a fusion gene in,Assessed
443909,GARD:0008533,Familial colorectal cancer,144,Lynch syndrome,HGNC:7128,MLH3,Modifying germline mutation in,Assessed
716,GARD:0007383,Phenylketonuria,293284,Tetrahydrobiopterin-responsive hyperphenylalaninemia/phenylketonuria,HGNC:8582,PAH,Disease-causing germline mutation(s) in,Assessed
2467,GARD:0008616,Systemic mastocytosis,98850,Aggressive systemic mastocytosis,HGNC:1541,CBL,Disease-causing somatic mutation(s) in,Assessed
220460,GARD:0008532,Attenuated familial adenomatous polyposis,454840,NTHL1-related attenuated familial adenomatous polyposis,HGNC:8028,NTHL1,Disease-causing germline mutation(s) (loss of function) in,Assessed
156005,GARD:0002490,Glaucoma 3 primary infantile B,98976,Congenital glaucoma,HGNC:2597,CYP1B1,Disease-causing germline mutation(s) in,Assessed
135,GARD:0000231,Leukoencephalopathy with vanishing white matter,99853,Ovarioleukodystrophy,HGNC:3261,EIF2B5,Disease-causing germline mutation(s) in,Assessed
36388,GARD:0007326,Paraneoplastic cerebellar degeneration,163908,Limbic encephalitis with LGI1 antibodies,HGNC:4948,HLA-DRB1,Major susceptibility factor in,Assessed
93383,GARD:0000985,Brachydactyly type B,140908,Brachydactyly type B2,HGNC:7866,NOG,Disease-causing germline mutation(s) in,Assessed
93548,GARD:0012736,Glomerular disease,536,Systemic lupus erythematosus,HGNC:11255,SPP1,Major susceptibility factor in,Assessed
156005,GARD:0002490,Glaucoma 3 primary infantile B,98977,Juvenile glaucoma,HGNC:7610,MYOC,Disease-causing germline mutation(s) in,Assessed
88632,GARD:0010025,Anterior segment dysgenesis,261629,Alagille syndrome due to a NOTCH2 point mutation,HGNC:7882,NOTCH2,Disease-causing germline mutation(s) in,Assessed
2467,GARD:0008616,Systemic mastocytosis,98849,Systemic mastocytosis with associated hematologic neoplasm,HGNC:25941,TET2,Disease-causing somatic mutation(s) in,Assessed
98473,GARD:0007922,Muscular dystrophy,370997,Muscle-eye-brain disease with bilateral multicystic leucodystrophy,HGNC:2666,DAG1,Disease-causing germline mutation(s) in,Assessed
183660,GARD:0007628,Severe combined immunodeficiency,357237,Severe combined immunodeficiency due to CARD11 deficiency,HGNC:16393,CARD11,Disease-causing germline mutation(s) (loss of function) in,Assessed
137,GARD:0010307,Congenital disorders of glycosylation,443811,PGM3-CDG,HGNC:8907,PGM3,Disease-causing germline mutation(s) in,Assessed
3148,GARD:0010872,Malignant peripheral nerve sheath tumor,252212,Malignant triton tumor,HGNC:23664,SH3PXD2A,Part of a fusion gene in,Assessed
685,GARD:0006637,Hereditary spastic paraplegia,431329,Autosomal recessive spastic paraplegia type 57,HGNC:11758,TFG,Disease-causing germline mutation(s) in,Assessed
167714,GARD:0012760,Unclassified acute myeloid leukemia ,98832,Acute myeloid leukemia with minimal differentiation,HGNC:3765,FLT3,Disease-causing somatic mutation(s) in,Assessed
213500,GARD:0007295,Ovarian cancer,213504,Adenocarcinoma of ovary,HGNC:6066,INHBA,Disease-causing germline mutation(s) in,Assessed
450,GARD:0008591,X-linked visceral heterotaxy 1,157769,Situs ambiguus,HGNC:18053,PKD1L1,Disease-causing germline mutation(s) in,Assessed
370953,GARD:0012584,Congenital muscular dystrophy due to dystroglycanopathy ,370968,Congenital muscular dystrophy with intellectual disability,HGNC:19743,POMT2,Disease-causing germline mutation(s) in,Assessed
589,GARD:0007122,Myasthenia gravis,391490,Adult-onset myasthenia gravis,HGNC:11908,TNFRSF11A,Major susceptibility factor in,Assessed
519,GARD:0012757,Acute myeloid leukemia ,98835,Acute undifferentiated leukemia,HGNC:7132,KMT2A,Part of a fusion gene in,Assessed
87876,GARD:0007183,"Sialidosis, type II",93400,Congenital sialidosis type 2,HGNC:7758,NEU1,Disease-causing germline mutation(s) in,Assessed
168956,GARD:0002804,Hypereosinophilic syndrome,314950,Primary hypereosinophilic syndrome,HGNC:8804,PDGFRB,Part of a fusion gene in,Assessed
69078,GARD:0006913,Liposarcoma,99971,Well-differentiated liposarcoma,HGNC:6973,MDM2,Role in the phenotype of,Assessed
511,GARD:0003228,Maple syrup urine disease,268162,Intermediate maple syrup urine disease,HGNC:2698,DBT,Disease-causing germline mutation(s) (loss of function) in,Assessed
748,GARD:0012977,Mendelian susceptibility to mycobacterial diseases,319547,Mendelian susceptibility to mycobacterial diseases due to complete IFNgammaR2 deficiency,HGNC:5440,IFNGR2,Disease-causing germline mutation(s) in,Assessed
506,GARD:0006877,Leigh syndrome,255241,Leigh syndrome with leukodystrophy,HGNC:26927,FOXRED1,Disease-causing germline mutation(s) in,Assessed
309279,GARD:0010670,Glycoproteinosis,93399,Juvenile sialidosis type 2,HGNC:7758,NEU1,Disease-causing germline mutation(s) in,Assessed
93969,GARD:0003475,Myelomeningocele,268766,Cervicothoracic spina bifida cystica,HGNC:15511,VANGL2,Major susceptibility factor in,Assessed
253,GARD:0007687,Spondyloepiphyseal dysplasia,250984,Autosomal recessive Stickler syndrome,HGNC:2217,COL9A1,Disease-causing germline mutation(s) in,Assessed
544,GARD:0003178,Diffuse Large B-Cell Lymphoma,98838,Primary mediastinal large B-cell lymphoma,HGNC:1001,BCL6,Disease-causing somatic mutation(s) in,Assessed
411709,GARD:0009228,Renal agenesis,1848,"Renal agenesis, bilateral",HGNC:12779,WNT9B,Disease-causing germline mutation(s) (loss of function) in,Assessed
306498,GARD:0012800,PTEN hamartoma tumor syndrome,137608,Segmental outgrowth-lipomatosis-arteriovenous malformation-epidermal nevus syndrome,HGNC:9588,PTEN,Disease-causing germline mutation(s) in,Assessed
98085,GARD:0008538,"46, XY disorders of sexual development",251510,"46,XY partial gonadal dysgenesis",HGNC:11204,SOX9,Disease-causing germline mutation(s) in,Assessed
331223,GARD:0010956,Hyper IgE syndrome,369992,Severe dermatitis-multiple allergies-metabolic wasting syndrome,HGNC:3048,DSG1,Disease-causing germline mutation(s) (loss of function) in,Assessed
401854,GARD:0012679,Lipoic acid biosynthesis defects,363424,Multiple mitochondrial dysfunctions syndrome type 3,HGNC:27302,IBA57,Disease-causing germline mutation(s) in,Assessed
450,GARD:0008591,X-linked visceral heterotaxy 1,157769,Situs ambiguus,HGNC:2953,DNAH9,Disease-causing germline mutation(s) (loss of function) in,Assessed
182058,GARD:0012959,Primary orthostatic hypotension,2828,Young-onset Parkinson disease,HGNC:12513,UCHL1,Candidate gene tested in,Not yet assessed
91024,GARD:0012449,Autosomal recessive axonal Charcot-Marie-Tooth disease type 2,90120,Hereditary motor and sensory neuropathy type 6,HGNC:25198,SLC25A46,Disease-causing germline mutation(s) (loss of function) in,Assessed
253,GARD:0007687,Spondyloepiphyseal dysplasia,90654,Stickler syndrome type 2,HGNC:2186,COL11A1,Disease-causing germline mutation(s) in,Assessed
1531,GARD:0006209,Craniosynostosis,3366,Isolated trigonocephaly,HGNC:3688,FGFR1,Disease-causing germline mutation(s) in,Assessed
98275,GARD:0009351,Myelodysplastic/myeloproliferative disease,98824,Atypical chronic myeloid leukemia,HGNC:2439,CSF3R,Disease-causing somatic mutation(s) in,Assessed
513,GARD:0009240,Childhood acute lymphoblastic leukemia,99861,Precursor T-cell acute lymphoblastic leukemia,HGNC:10760,SET,Part of a fusion gene in,Assessed
1531,GARD:0006209,Craniosynostosis,35093,Isolated scaphocephaly,HGNC:450,ALX4,Major susceptibility factor in,Assessed
593,GARD:0010529,Myofibrillar myopathy,199340,"Muscular dystrophy, Selcen type",HGNC:939,BAG3,Disease-causing germline mutation(s) in,Assessed
98473,GARD:0007922,Muscular dystrophy,536516,Myopathic Ehlers-Danlos syndrome,HGNC:2188,COL12A1,Disease-causing germline mutation(s) in,Assessed
3394,GARD:0004898,Soft tissue sarcoma,252128,Malignant peripheral nerve sheath tumor with perineurial differentiation,HGNC:23664,SH3PXD2A,Part of a fusion gene in,Assessed
166,GARD:0006034,Charcot-Marie-Tooth disease,228179,Autosomal dominant Charcot-Marie-Tooth disease type 2M,HGNC:2974,DNM2,Disease-causing germline mutation(s) in,Assessed
98473,GARD:0007922,Muscular dystrophy,98863,X-linked Emery-Dreifuss muscular dystrophy,HGNC:3331,EMD,Disease-causing germline mutation(s) in,Assessed
207015,GARD:0012733,Rare hereditary disease with peripheral neuropathy,255241,Leigh syndrome with leukodystrophy,HGNC:15899,NDUFAF5,Disease-causing germline mutation(s) in,Assessed
19,GARD:0010761,2-Hydroxyglutaric aciduria,356978,"D,L-2-hydroxyglutaric aciduria",HGNC:10979,SLC25A1,Disease-causing germline mutation(s) in,Assessed
716,GARD:0007383,Phenylketonuria,79254,Classic phenylketonuria,HGNC:8582,PAH,Disease-causing germline mutation(s) (loss of function) in,Assessed
