@id,OrphaCode,curie,label,genes_Id,genes_curie,genes_source_curie,genes_source_label,genes_gene_symbol,genes_association_type,genes_source_validation,genes_gene_sfdc_id
17909,171439,GARD:0007171,Childhood-onset nemaline myopathy,a0ht000000AYes0AAD,HGNC:12012,ORPHA:171439,,TPM3,Disease-causing germline mutation(s) in,Assessed,
631,1020,GARD:0012798,"Early-onset, autosomal dominant Alzheimer disease",,HGNC:37,ORPHA:1020,,ABCA7,Candidate gene tested in,Not yet assessed,
11304,79278,GARD:0004527,Autosomal erythropoietic protoporphyria,a0ht000000AYeTrAAL,HGNC:3647,ORPHA:79278,,FECH,Disease-causing germline mutation(s) (loss of function) in,Assessed,
11632,85165,GARD:0009443,Severe achondroplasia with developmental delay and acanthosis nigricans,a0ht000000AYfAsAAL,HGNC:3690,ORPHA:85165,,FGFR3,Disease-causing germline mutation(s) in,Assessed,
2489,2728,GARD:0003348,Madokoro Ohdo Sonoda syndrome,,HGNC:11098,ORPHA:2728,,SMARCA2,Disease-causing germline mutation(s) in,Assessed,
12138,91387,GARD:0002249,Familial thoracic aortic aneurysm and aortic dissection,a0ht000000AYeBkAAL,HGNC:6769,ORPHA:91387,,SMAD3,Disease-causing germline mutation(s) in,Assessed,
13960,98943,GARD:0001433,Coloboma of eye lens,a0ht000000AYe5PAAT,HGNC:8620,ORPHA:98943,,PAX6,Disease-causing germline mutation(s) in,Assessed,
2675,2969,GARD:0012801,Proteus-like syndrome,,HGNC:9588,ORPHA:2969,,PTEN,Disease-causing germline mutation(s) in,Assessed,
2529,2780,GARD:0004148,Osteopathia striata cranial sclerosis,a0ht000000AYeDkAAL,HGNC:26837,ORPHA:2780,,AMER1,Disease-causing germline mutation(s) in,Assessed,
784,3002,GARD:0006768,Immune thrombocytopenia,,HGNC:15626,ORPHA:3002,,FCGR2C,Candidate gene tested in,Not yet assessed,
1031,569,GARD:0010768,Familiar or sporadic hemiplegic migraine,,HGNC:30500,ORPHA:569,,PRRT2,Disease-causing germline mutation(s) in,Assessed,
631,1020,GARD:0012798,"Early-onset, autosomal dominant Alzheimer disease",a0ht000000AYfg2AAD,HGNC:11185,ORPHA:1020,,SORL1,Disease-causing germline mutation(s) in,Assessed,
783,171,GARD:0001280,Primary sclerosing cholangitis,,HGNC:10732,ORPHA:171,,SEMA4D,Disease-causing germline mutation(s) in,Assessed,
10346,34528,GARD:0003350,Renal hypomagnesemia 2,a0ht000000AYeJrAAL,HGNC:4026,ORPHA:34528,,FXYD2,Disease-causing germline mutation(s) in,Assessed,
3295,943,GARD:0003371,Malonyl-CoA decarboxylase deficiency,a0ht000000AYeCeAAL,HGNC:7150,ORPHA:943,,MLYCD,Disease-causing germline mutation(s) in,Assessed,
566,2970,GARD:0007479,Prune belly syndrome,,HGNC:1952,ORPHA:2970,,CHRM3,Disease-causing germline mutation(s) (loss of function) in,Assessed,
1031,569,GARD:0002638,Familial or sporadic hemiplegic migraine,,HGNC:1388,ORPHA:569,,CACNA1A,Disease-causing germline mutation(s) in,Assessed,
10673,51208,GARD:0009279,Glutamate formiminotransferase deficiency,a0ht000000AYfA4AAL,HGNC:3974,ORPHA:51208,,FTCD,Disease-causing germline mutation(s) in,Assessed,
11359,79333,GARD:0009842,COG7-CDG (CDG-IIe),a0ht000000AYf1jAAD,HGNC:18622,ORPHA:79333,,COG7,Disease-causing germline mutation(s) in,Assessed,
12138,91387,GARD:0002249,Familial thoracic aortic aneurysm and aortic dissection,a0ht000000AYeBdAAL,HGNC:3327,ORPHA:91387,,ELN,Candidate gene tested in,Not yet assessed,
3253,910,GARD:0007910,Xeroderma pigmentosum,a0ht000000AYexEAAT,HGNC:2718,ORPHA:910,,DDB2,Disease-causing germline mutation(s) in,Assessed,
180,181,GARD:0010427,X-linked hypohidrotic ectodermal dysplasia,a0ht000000AYfQjAAL,HGNC:3157,ORPHA:181,,EDA,Disease-causing germline mutation(s) in,Assessed,
14298,99725,GARD:0006506,Gigantism,,HGNC:7010,ORPHA:99725,,MEN1,Disease-causing germline mutation(s) (loss of function) in,Assessed,
889,1934,GARD:0009255,Early Infantile Epileptic Encephalopathy,a0ht000000AYf9cAAD,HGNC:6218,ORPHA:1934,,KCNA1,Disease-causing germline mutation(s) in,Assessed,
13906,98889,GARD:0006011,Bilateral perisylvian polymicrogyria,a0ht000000AYgYSAA1,HGNC:4512,ORPHA:98889,,ADGRG1,Disease-causing germline mutation(s) in,Assessed,
19809,255210,GARD:0003671,Mitochondrial DNA-associated Leigh syndrome,a0ht000000AYgdZAAT,HGNC:7461,ORPHA:255210,,MT-ND5,Disease-causing germline mutation(s) in,Assessed,
20425,280071,GARD:0012396,ALG11-CDG (CDG-Ip),a0ht000000AYfbJAAT,HGNC:32456,ORPHA:280071,,ALG11,Disease-causing germline mutation(s) in,Assessed,
243,201,GARD:0006202,Cowden syndrome,a0ht000000AYeixAAD,HGNC:8975,ORPHA:201,,PIK3CA,Disease-causing germline mutation(s) (gain of function) in,Assessed,
647,388,GARD:0006660,Hirschsprung disease,,HGNC:9967,ORPHA:388,,RET,Disease-causing germline mutation(s) in,Assessed,
13859,98842,GARD:0006944,Lymphomatoid papulosis,a0ht000000AYepqAAD,HGNC:12440,ORPHA:98842,,TYK2,Part of a fusion gene in,Assessed,
2387,2590,GARD:0003875,Spinal muscular atrophy-progressive myoclonic epilepsy syndrome,,HGNC:735,ORPHA:2590,,ASAH1,Disease-causing germline mutation(s) in,Assessed,
1416,1149,GARD:0003150,Kuskokwim disease,a0ht000000AYdwdAAD,HGNC:18169,ORPHA:1149,,FKBP10,Disease-causing germline mutation(s) in,Assessed,
12138,91387,GARD:0002249,Familial thoracic aortic aneurysm and aortic dissection,,HGNC:6768,ORPHA:91387,,SMAD2,Disease-causing germline mutation(s) (loss of function) in,Assessed,
13851,98834,GARD:0000527,Acute myeloblastic leukemia with maturation,a0ht000000AYdvvAAD,HGNC:3765,ORPHA:98834,,FLT3,Disease-causing somatic mutation(s) in,Assessed,
10307,33069,GARD:0010430,Dravet syndrome,a0ht000000AYfQxAAL,HGNC:10588,ORPHA:33069,,SCN2A,Disease-causing germline mutation(s) in,Assessed,
19672,251663,GARD:0010637,Anaplastic oligoastrocytoma,a0ht000000AYfABAA1,HGNC:5383,ORPHA:251663,,IDH2,Biomarker tested in,Assessed,
10453,39044,GARD:0008621,Intraocular melanoma,a0ht000000AYf43AAD,HGNC:18274,ORPHA:39044,,CYSLTR2,Disease-causing somatic mutation(s) in,Assessed,
1289,969,GARD:0000007,Acromicric dysplasia,a0ht000000AYdm8AAD,HGNC:3603,ORPHA:969,,FBN1,Disease-causing germline mutation(s) in,Assessed,
19809,255210,GARD:0003671,Mitochondrial DNA-associated Leigh syndrome,a0ht000000AYgdVAAT,HGNC:7455,ORPHA:255210,,MT-ND1,Disease-causing germline mutation(s) in,Assessed,
1305,990,GARD:0009126,Dysgnathia complex,a0ht000000AYf6KAAT,HGNC:8522,ORPHA:990,,OTX2,Modifying germline mutation in,Assessed,
520,477,GARD:0003113,KID syndrome,a0ht000000AYdzdAAD,HGNC:4284,ORPHA:477,,GJB2,Disease-causing germline mutation(s) in,Assessed,
631,1020,GARD:0012798,"Early-onset, autosomal dominant Alzheimer disease",a0ht000000AYfg0AAD,HGNC:9509,ORPHA:1020,,PSEN2,Disease-causing germline mutation(s) in,Assessed,
8559,520,GARD:0000538,Acute promyelocytic leukemia,a0ht000000AYdw3AAD,HGNC:9113,ORPHA:520,,PML,Part of a fusion gene in,Assessed,
63,550,GARD:0007009,Mitochondrial encephalomyopathy lactic acidosis and stroke-like episodes,a0ht000000AYgZUAA1,HGNC:7501,ORPHA:550,,MT-TW,Disease-causing germline mutation(s) in,Assessed,
10310,33110,GARD:0009640,"Agammaglobulinemia, non-Bruton type",a0ht000000AYfEJAA1,HGNC:1699,ORPHA:33110,,CD79B,Disease-causing germline mutation(s) in,Assessed,
209,628,GARD:0006275,Diastrophic dysplasia,a0ht000000AYejjAAD,HGNC:10994,ORPHA:628,,SLC26A2,Disease-causing germline mutation(s) (loss of function) in,Assessed,
1682,1515,GARD:0000359,Cranioectodermal dysplasia,a0ht000000AYdsSAAT,HGNC:29669,ORPHA:1515,,IFT43,Disease-causing germline mutation(s) in,Assessed,
14011,98994,GARD:0001159,"Cataract, total congenital",a0ht000000AYe2gAAD,HGNC:4281,ORPHA:98994,,GJA8,Disease-causing germline mutation(s) in,Assessed,
1837,1860,GARD:0009295,Thanatophoric dysplasia type 1,,HGNC:3690,ORPHA:1860,,FGFR3,Disease-causing germline mutation(s) in,Assessed,
19868,261279,GARD:0010936,17q23.1q23.2 microdeletion syndrome,a0ht000000AYfSCAA1,HGNC:11603,ORPHA:261279,,TBX4,Role in the phenotype of,Assessed,
574,3071,GARD:0001550,Costello syndrome,a0ht000000AYe6NAAT,HGNC:5173,ORPHA:3071,,HRAS,Disease-causing germline mutation(s) (gain of function) in,Assessed,
22774,399805,GARD:0008530,Spermatogenesis arrest,,HGNC:11538,ORPHA:399805,,TAF4B,Disease-causing germline mutation(s) in,Assessed,
448,1496,GARD:0001537,Andermann syndrome,a0ht000000AYe5DAAT,HGNC:10914,ORPHA:1496,,SLC12A6,Disease-causing germline mutation(s) in,Assessed,
12020,90342,GARD:0005630,"Xeroderma pigmentosum, variant type",a0ht000000AYebiAAD,HGNC:9181,ORPHA:90342,,POLH,Disease-causing germline mutation(s) in,Assessed,
1031,569,GARD:0010768,Familiar or sporadic hemiplegic migraine,,HGNC:1388,ORPHA:569,,CACNA1A,Disease-causing germline mutation(s) in,Assessed,
647,388,GARD:0006660,Hirschsprung disease,,HGNC:3431,ORPHA:388,,ERBB3,Disease-causing germline mutation(s) in,Assessed,
19809,255210,GARD:0003671,Mitochondrial DNA-associated Leigh syndrome,a0ht000000AYgWsAAL,HGNC:7458,ORPHA:255210,,MT-ND3,Disease-causing germline mutation(s) in,Assessed,
876,397,GARD:0009615,Giant cell arteritis,a0ht000000AYfDjAAL,HGNC:9652,ORPHA:397,,PTPN22,Major susceptibility factor in,Assessed,
10310,33110,GARD:0009640,"Agammaglobulinemia, non-Bruton type",a0ht000000AYfEEAA1,HGNC:5541,ORPHA:33110,,IGHM,Disease-causing germline mutation(s) in,Assessed,
14819,101108,GARD:0009950,Spinocerebellar ataxia 23,a0ht000000AYey3AAD,HGNC:8820,ORPHA:101108,,PDYN,Disease-causing germline mutation(s) in,Assessed,
236,774,GARD:0006626,Hereditary hemorrhagic telangiectasia,a0ht000000AYemSAAT,HGNC:3349,ORPHA:774,,ENG,Disease-causing germline mutation(s) in,Assessed,
11336,79310,GARD:0005500,"Methylmalonic aciduria, cblA type",a0ht000000AYeaLAAT,HGNC:18871,ORPHA:79310,,MMAA,Disease-causing germline mutation(s) in,Assessed,
494,2053,GARD:0006466,Freeman-Sheldon syndrome,a0ht000000AYel8AAD,HGNC:19082,ORPHA:2053,,NALCN,Disease-causing germline mutation(s) in,Assessed,
21791,324601,GARD:0001394,X-linked cleft palate and ankyloglossia,,HGNC:11600,ORPHA:324601,,TBX22,Disease-causing germline mutation(s) in,Assessed,
8559,520,GARD:0000538,Acute promyelocytic leukemia,a0ht000000AYdwBAAT,HGNC:8059,ORPHA:520,,NUMA1,Part of a fusion gene in,Assessed,
8559,520,GARD:0000538,Acute promyelocytic leukemia,a0ht000000AYdwEAAT,HGNC:11364,ORPHA:520,,STAT3,Part of a fusion gene in,Assessed,
703,117,GARD:0000848,Beh̤et disease,a0ht000000AYdwJAAT,HGNC:11920,ORPHA:117,,FAS,Major susceptibility factor in,Assessed,
236,774,GARD:0010615,Hereditary hemorrhagic telangiectasia type 4,a0ht000000AYemSAAT,HGNC:3349,ORPHA:774,,ENG,Disease-causing germline mutation(s) in,Assessed,
14604,100031,GARD:0000645,Amelogenesis imperfecta local hypoplastic,,HGNC:6490,ORPHA:100031,,LAMB3,Disease-causing germline mutation(s) in,Assessed,
1580,163,GARD:0002806,Hyperferritinemia cataract syndrome,a0ht000000AYeFrAAL,HGNC:3999,ORPHA:163,,FTL,Disease-causing germline mutation(s) (gain of function) in,Assessed,
959,897,GARD:0005524,Waardenburg syndrome type 4,a0ht000000AYeahAAD,HGNC:3180,ORPHA:897,,EDNRB,Disease-causing germline mutation(s) in,Assessed,
3250,633,GARD:0006859,Laron syndrome,a0ht000000AYe1tAAD,HGNC:4263,ORPHA:633,,GHR,Disease-causing germline mutation(s) in,Assessed,
75,614,GARD:0006176,Thomsen and Becker disease,,HGNC:2019,ORPHA:614,,CLCN1,Disease-causing germline mutation(s) (loss of function) in,Assessed,
13906,98889,GARD:0006011,Bilateral perisylvian polymicrogyria,a0ht000000AYeZ1AAL,HGNC:4512,ORPHA:98889,,ADGRG1,Disease-causing germline mutation(s) in,Assessed,
12557,94088,GARD:0009496,Renal hypouricemia,a0ht000000AYfCDAA1,HGNC:13446,ORPHA:94088,,SLC2A9,Disease-causing germline mutation(s) (loss of function) in,Assessed,
63,550,GARD:0007009,Mitochondrial encephalomyopathy lactic acidosis and stroke-like episodes,a0ht000000AYeqgAAD,HGNC:7490,ORPHA:550,,MT-TL1,Disease-causing germline mutation(s) in,Assessed,
22774,399805,GARD:0008530,Spermatogenesis arrest,,HGNC:18130,ORPHA:399805,,SYCP3,Candidate gene tested in,Not yet assessed,
236,774,GARD:0006626,Hereditary hemorrhagic telangiectasia,a0ht000000AYemQAAT,HGNC:175,ORPHA:774,,ACVRL1,Disease-causing germline mutation(s) in,Assessed,
3729,419,GARD:0002847,Hyperprolinemia,,HGNC:9453,ORPHA:419,,PRODH,Disease-causing germline mutation(s) in,Assessed,
10933,69665,GARD:0009804,Intrahepatic cholestasis of pregnancy,a0ht000000AYfH5AAL,HGNC:3706,ORPHA:69665,,ATP8B1,Major susceptibility factor in,Assessed,
2401,2623,GARD:0002449,Geleophysic dwarfism,a0ht000000AYeD7AAL,HGNC:6716,ORPHA:2623,,LTBP3,Disease-causing germline mutation(s) in,Assessed,
876,397,GARD:0009615,Giant cell arteritis,,HGNC:4948,ORPHA:397,,HLA-DRB1,Major susceptibility factor in,Assessed,
631,1020,GARD:0012798,"Early-onset, autosomal dominant Alzheimer disease",,HGNC:18001,ORPHA:1020,,TOMM40,Biomarker tested in,Not yet assessed,
631,1020,GARD:0012798,"Early-onset, autosomal dominant Alzheimer disease",,HGNC:9509,ORPHA:1020,,PSEN2,Disease-causing germline mutation(s) in,Assessed,
12138,91387,GARD:0002249,Familial thoracic aortic aneurysm and aortic dissection,a0ht000000AYeBiAAL,HGNC:130,ORPHA:91387,,ACTA2,Disease-causing germline mutation(s) in,Assessed,
3253,910,GARD:0007910,Xeroderma pigmentosum,a0ht000000AYeglAAD,HGNC:3435,ORPHA:910,,ERCC3,Disease-causing germline mutation(s) in,Assessed,
21459,313855,GARD:0010965,Bent bone dysplasia syndrome,a0ht000000AYfYIAA1,HGNC:3689,ORPHA:313855,,FGFR2,Disease-causing germline mutation(s) in,Assessed,
2401,2623,GARD:0002449,Geleophysic dwarfism,a0ht000000AYduKAAT,HGNC:3603,ORPHA:2623,,FBN1,Disease-causing germline mutation(s) in,Assessed,
19167,231169,GARD:0005435,"Usher syndrome, type 1",a0ht000000AYeZhAAL,HGNC:24579,ORPHA:231169,,CIB2,Disease-causing germline mutation(s) in,Assessed,
23427,442835,GARD:0012901,Early infantile epileptic encephalopathy 25,,HGNC:8032,ORPHA:442835,,NTRK2,Disease-causing germline mutation(s) in,Assessed,
2312,2500,GARD:0006543,"Acrogeria, Gottron type",a0ht000000AYeRgAAL,HGNC:2201,ORPHA:2500,,COL3A1,Disease-causing germline mutation(s) in,Assessed,
18028,178469,GARD:0012107,Autosomal dominant non-syndromic intellectual disability,,HGNC:1396,ORPHA:178469,,CACNA1I,Disease-causing germline mutation(s) in,Assessed,
11649,85191,GARD:0000122,Singleton-Merten syndrome,a0ht000000AYdpGAAT,HGNC:18873,ORPHA:85191,,IFIH1,Disease-causing germline mutation(s) (gain of function) in,Assessed,
894,3451,GARD:0007887,West syndrome,a0ht000000AYewMAAT,HGNC:11411,ORPHA:3451,,CDKL5,Disease-causing germline mutation(s) in,Assessed,
12922,97548,GARD:0006795,Ivemark syndrome,a0ht000000AYeaXAAT,HGNC:4214,ORPHA:97548,,GDF1,Disease-causing germline mutation(s) in,Assessed,
7029,2032,GARD:0008609,Idiopathic pulmonary fibrosis,a0ht000000AYf3rAAD,HGNC:10802,ORPHA:2032,,SFTPC,Major susceptibility factor in,Assessed,
3384,145,GARD:0012351,BRCA1 hereditary breast and ovarian cancer syndrome,,HGNC:7230,ORPHA:145,,MRE11,Candidate gene tested in,Not yet assessed,
8592,334,GARD:0009740,Familial atrial fibrillation,a0ht000000AYfG6AAL,HGNC:10589,ORPHA:334,,SCN2B,Disease-causing germline mutation(s) (loss of function) in,Assessed,
1030,2495,GARD:0007015,Meningioma,,HGNC:7773,ORPHA:2495,,NF2,Disease-causing somatic mutation(s) in,Assessed,
14774,101063,GARD:0004883,Situs inversus,a0ht000000AYeWxAAL,HGNC:18053,ORPHA:101063,,PKD1L1,Disease-causing germline mutation(s) in,Assessed,
13973,98956,GARD:0009732,Epithelial  basement membrane corneal dystrophy,a0ht000000AYfFbAAL,HGNC:11771,ORPHA:98956,,TGFBI,Disease-causing germline mutation(s) in,Assessed,
3655,288,GARD:0006621,Hereditary elliptocytosis,,HGNC:4704,ORPHA:288,,GYPC,Disease-causing germline mutation(s) in,Assessed,
10333,34217,GARD:0009795,Naxos disease,a0ht000000AYfGlAAL,HGNC:6207,ORPHA:34217,,JUP,Disease-causing germline mutation(s) in,Assessed,
3738,3273,GARD:0007721,Synovial sarcoma,a0ht000000AYevPAAT,HGNC:11335,ORPHA:3273,,SSX1,Part of a fusion gene in,Assessed,
10817,63260,GARD:0010504,Craniorachischisis,a0ht000000AYfFXAA1,HGNC:17748,ORPHA:63260,,DACT1,Disease-causing germline mutation(s) (loss of function) in,Assessed,
2819,3152,GARD:0004771,Sclerosteosis,a0ht000000AYeVmAAL,HGNC:6696,ORPHA:3152,,LRP4,Disease-causing germline mutation(s) in,Assessed,
23427,442835,GARD:0012901,Early infantile epileptic encephalopathy 25,,HGNC:4588,ORPHA:442835,,GRIN2D,Disease-causing germline mutation(s) (gain of function) in,Assessed,
11985,90154,GARD:0009989,Mandibuloacral dysplasia with type B lipodystrophy,a0ht000000AYfKBAA1,HGNC:12877,ORPHA:90154,,ZMPSTE24,Disease-causing germline mutation(s) in,Assessed,
3376,24,GARD:0006476,Fumarase deficiency,a0ht000000AYelWAAT,HGNC:3700,ORPHA:24,,FH,Disease-causing germline mutation(s) (loss of function) in,Assessed,
18028,178469,GARD:0012107,Autosomal dominant non-syndromic intellectual disability,a0ht000000AYfaWAAT,HGNC:20444,ORPHA:178469,,MBD5,Disease-causing germline mutation(s) in,Assessed,
8022,130,GARD:0001030,Brugada syndrome,a0ht000000AYe19AAD,HGNC:16643,ORPHA:130,,SLMAP,Disease-causing germline mutation(s) in,Assessed,
8592,334,GARD:0009740,Familial atrial fibrillation,a0ht000000AYfFzAAL,HGNC:10592,ORPHA:334,,SCN4B,Disease-causing germline mutation(s) in,Assessed,
265,313,GARD:0003170,Ichthyosis lamellar 1,,HGNC:26820,ORPHA:313,,CYP4F22,Disease-causing germline mutation(s) in,Assessed,
10987,71212,GARD:0009870,3-alpha hydroxyacyl-CoA dehydrogenase deficiency,a0ht000000AYfCiAAL,HGNC:4799,ORPHA:71212,,HADH,Disease-causing germline mutation(s) in,Assessed,
11882,88950,GARD:0010679,Autosomal dominant tubulointerstitial kidney disease due to UMOD mutations,a0ht000000AYfCEAA1,HGNC:12559,ORPHA:88950,,UMOD,Disease-causing germline mutation(s) in,Assessed,
225,912,GARD:0007917,Zellweger syndrome,a0ht000000AYexVAAT,HGNC:8858,ORPHA:912,,PEX3,Disease-causing germline mutation(s) in,Assessed,
1030,2495,GARD:0007015,Meningioma,,HGNC:8800,ORPHA:2495,,PDGFB,Disease-causing germline mutation(s) in,Assessed,
8022,130,GARD:0001030,Brugada syndrome,,HGNC:20665,ORPHA:130,,SCN3B,Candidate gene tested in,Not yet assessed,
2465,2704,GARD:0000104,Ochoa syndrome,a0ht000000AYdoYAAT,HGNC:20889,ORPHA:2704,,LRIG2,Disease-causing germline mutation(s) in,Assessed,
3384,145,GARD:0012352,BRCA2 hereditary breast and ovarian cancer syndrome,a0ht000000AYfc0AAD,HGNC:11998,ORPHA:145,,TP53,Candidate gene tested in,Not yet assessed,
167,104,GARD:0006870,Leber hereditary optic neuropathy,a0ht000000AYgfqAAD,HGNC:7414,ORPHA:104,,MT-ATP6,Disease-causing germline mutation(s) in,Assessed,
1971,2050,GARD:0001425,Cole Carpenter syndrome,a0ht000000AYe5FAAT,HGNC:8548,ORPHA:2050,,P4HB,Disease-causing germline mutation(s) in,Assessed,
3384,145,GARD:0012352,BRCA2 hereditary breast and ovarian cancer syndrome,a0ht000000AYfc6AAD,HGNC:9816,ORPHA:145,,RAD50,Candidate gene tested in,Not yet assessed,
10327,33572,GARD:0005681,5-oxoprolinase deficiency,a0ht000000AYecJAAT,HGNC:8149,ORPHA:33572,,OPLAH,Disease-causing germline mutation(s) in,Assessed,
19,371,GARD:0005686,Glycogen storage disease type 7,a0ht000000AYeRVAA1,HGNC:8877,ORPHA:371,,PFKM,Disease-causing germline mutation(s) in,Assessed,
429,124,GARD:0006274,Diamond-Blackfan anemia,a0ht000000AYejXAAT,HGNC:4170,ORPHA:124,,GATA1,Disease-causing germline mutation(s) (loss of function) in,Assessed,
3384,145,GARD:0012351,BRCA1 hereditary breast and ovarian cancer syndrome,,HGNC:7652,ORPHA:145,,NBN,Candidate gene tested in,Not yet assessed,
3384,145,GARD:0012352,BRCA2 hereditary breast and ovarian cancer syndrome,a0ht000000AYgimAAD,HGNC:7230,ORPHA:145,,MRE11,Candidate gene tested in,Not yet assessed,
3384,145,GARD:0012352,BRCA2 hereditary breast and ovarian cancer syndrome,a0ht000000AYgihAAD,HGNC:7230,ORPHA:145,,MRE11,Candidate gene tested in,Not yet assessed,
3708,1333,GARD:0004206,Familial pancreatic cancer,,HGNC:18072,ORPHA:1333,,RABL3,Disease-causing germline mutation(s) in,Assessed,
14781,101070,GARD:0010784,Bilateral frontoparietal polymicrogyria,a0ht000000AYgbTAAT,HGNC:4512,ORPHA:101070,,ADGRG1,Disease-causing germline mutation(s) in,Assessed,
7029,2032,GARD:0008609,Idiopathic pulmonary fibrosis,a0ht000000AYf3kAAD,HGNC:10799,ORPHA:2032,,SFTPA2,Major susceptibility factor in,Assessed,
10320,33402,GARD:0009331,Childhood hepatocellular carcinoma,a0ht000000AYfAPAA1,HGNC:2514,ORPHA:33402,,CTNNB1,Candidate gene tested in,Not yet assessed,
429,124,GARD:0006274,Diamond-Blackfan anemia,a0ht000000AYejeAAD,HGNC:10414,ORPHA:124,,RPS26,Disease-causing germline mutation(s) in,Assessed,
3384,145,GARD:0012351,BRCA1 hereditary breast and ovarian cancer syndrome,,HGNC:1100,ORPHA:145,,BRCA1,Disease-causing germline mutation(s) (loss of function) in,Assessed,
265,313,GARD:0003170,Ichthyosis lamellar 1,,HGNC:28018,ORPHA:313,,NIPAL4,Disease-causing germline mutation(s) in,Assessed,
265,313,GARD:0003170,Ichthyosis lamellar 1,,HGNC:430,ORPHA:313,,ALOX12B,Disease-causing germline mutation(s) in,Assessed,
